class	class_label	synonyms	GARD	NCIT	OMIM	DOID	Orphanet	is_gard_rare	is_mondo_rare	is_rare	is_leaf
MONDO:0012290	CEDNIK syndrome	cerebral dysgenesis-neuropathy-ichthyosis-palmoplantar keratoderma syndrome|cerebral dysgenesis, neuropathy, ichthyosis and keratoderma syndrome|CEDNIK syndrome|cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	GARD:0009940		OMIM:609528	DOID:0060337	Orphanet:66631	False	True	True	True
MONDO:0014068	cone-rod dystrophy 17	CORD17|cone-ROD dystrophy 17; CORD17|cone-rod dystrophy type 17|cone-rod dystrophy 17			OMIM:615163	DOID:0111023		False	True	True	True
MONDO:0003564	localized pulmonary fibrosis			NCIT:C27103		DOID:5642		False	True	True	True
MONDO:0000234	Rickettsia parkeri spotted fever	maculatum infection				DOID:0050051		False	True	True	True
MONDO:0010618	familial isolated hypoparathyroidism due to agenesis of parathyroid gland	parathyroid glands, agenesis of|hypoparathyroidism, X-linked; HYPX|X-linked hypoparathyroidism|HYPX|hypoparathyroidism, X-linked		NCIT:C131079	OMIM:307700		Orphanet:2239	False	True	True	True
MONDO:0013529	catecholaminergic polymorphic ventricular tachycardia 3	ventricular tachycardia, catecholaminergic polymorphic, 3|CPVT3|catecholaminergic polymorphic ventricular tachycardia type 3|TECRL catecholaminergic polymorphic ventricular tachycardia|catecholaminergic polymorphic ventricular tachycardia caused by mutation in TECRL|ventricular tachycardia, catecholaminergic polymorphic, 3; CPVT3|CVPT3			OMIM:614021	DOID:0060677		False	True	True	True
MONDO:0013623	platelet-type bleeding disorder 11	platelet-type bleeding disorder-11|GP VI deficiency|bleeding disorder, platelet-type, 11; BDPLT11|BDPLT11|inherited bleeding disorder, platelet-type caused by mutation in GP6|bleeding disorder, platelet-type, 11|glycoprotein VI deficiency|bleeding diathesis due to glycoprotein VI deficiency|GP6 inherited bleeding disorder, platelet-type|glycoprotein 6 deficiency|GP 6 deficiency	GARD:0013293		OMIM:614201	DOID:0111057	Orphanet:98885	False	True	True	True
MONDO:0011605	generalized basaloid follicular hamartoma syndrome	basaloid follicular hamartoma syndrome, generalized, autosomal dominant|basaloid follicular hamartoma syndrome, generalized, autosomal dominant; GBFHS|GBFHS			OMIM:605827		Orphanet:168632	False	True	True	True
MONDO:0054780	elliptocytosis 3	elliptocytosis 3; EL3|EL3|anemia, perinatal hemolytic, fatal or near-fatal			OMIM:617948			False	True	True	True
MONDO:0012746	dilated cardiomyopathy 2A	cardiomyopathy, dilated, 2A; CMD2A|dilated cardiomyopathy type 2A|cardiomyopathy, dilated, type 2A|cardiomyopathy, dilated, autosomal recessive|CMD2A|cardiomyopathy, dilated, 2A|cardiomyopathy, congestive, autosomal recessive			OMIM:611880	DOID:0110460		False	True	True	True
MONDO:0012522	diabetes mellitus, transient neonatal, 3	diabetes mellitus, type II, autosomal dominant|diabetes mellitus, transient neonatal, 3|diabetes mellitus, transient neonatal, type 3|transient neonatal diabetes mellitus (disease) caused by mutation in KCNJ11|Tndm3|KCNJ11 transient neonatal diabetes mellitus (disease)			OMIM:610582			False	True	True	True
MONDO:0009357	humeroradial synostosis with craniofacial anomalies	humeroradial synostosis with craniofacial anomalies			OMIM:236410			False	True	True	True
MONDO:0016294	Hirschsprung disease-type D brachydactyly syndrome	Hirschsprung disease with type D brachydactyly|Hirschsprung disease with type d brachydactyly|Hirschsprung disease type d brachydactyly|familial Hirschsprung's disease and type D brachydactyly	GARD:0002700		OMIM:306980		Orphanet:2150	False	True	True	True
MONDO:0008476	spondyloepimetaphyseal dysplasia, Strudwick type	SMED Strudwick type|Semdc|spondyloepimetaphyseal dysplasia, Strudwick type; SEMDSTWK|spondylometaepiphyseal dysplasia congenita, Strudwick type|spondylometaphyseal dysplasia|Smed, type 1|SEMDSTWK|Strudwick syndrome|spondyloepimetaphyseal dysplasia, Strudwick type|SMED type 1|spondyloepimetaphyseal dysplasia Strudwick type|spondyloepimetaphyseal dysplasia congenita, Strudwick type|dappled metaphysis syndrome|SmD|SEMD, Strudwick type|Smed, Strudwick type	GARD:0000134		OMIM:184250	DOID:0080028	Orphanet:93346	True	True	True	True
MONDO:0014339	autosomal recessive spinocerebellar ataxia 16	spinocerebellar ataxia, autosomal recessive type 16|spinocerebellar ataxia autosomal recessive type 16|STUB1 autosomal recessive cerebellar ataxia|spinocerebellar ataxia, autosomal recessive 16; SCAR16|spinocerebellar ataxia, autosomal recessive 16|autosomal recessive cerebellar ataxia due to STUB1 deficiency|SCAR16|autosomal recessive cerebellar ataxia caused by mutation in STUB1|autosomal recessive spinocerebellar ataxia type 16			OMIM:615768	DOID:0080029	Orphanet:412057	False	True	True	True
MONDO:0013994	Joubert syndrome 20	Joubert syndrome caused by mutation in TMEM231|Joubert syndrome 20|Joubert syndrome type 20|TMEM231 Joubert syndrome|Joubert syndrome 20; JBTS20|JBTS20			OMIM:614970	DOID:0110989		False	True	True	True
MONDO:0022500	arthrogryposis multiplex congenita CNS calcification		GARD:0000785					True	False	True	True
MONDO:0021131	frontal lobe ependymal tumor	frontal lobe ependymal tumor|ependymal tumor of frontal lobe		NCIT:C131573				False	True	True	True
MONDO:0017372	congenital varicella syndrome	Varicella embryopathy|fetal varicella infection|fetal effects of chickenpox|fetal effects of varicella zoster virus|mother-to-child transmission of varicella syndrome|Varicella virus antenatal infection|antenatal varicella virus infection|fetal varicella zoster syndrome	GARD:0000045	NCIT:C116800			Orphanet:291	True	True	True	True
MONDO:0013607	monocytopenia with susceptibility to infections	monocyte-B-natural killer-dendritic cell deficiency syndrome|combined immunodeficiency with susceptibility to mycobacterial, viral and fungal infections|immunodeficiency type 21|immunodeficiency 21|immunodeficiency 21; IMD21|monocytopenia with susceptibility to mycobacterial, fungal, and Papillomavirus infections and myelodysplasia|Dendritic cell, monocyte, B and NK lymphoid deficiency|monocytopenia and mycobacterial infection syndrome|GATA2 deficiency|combined immunodeficiency with susceptibility to mycobacterial, viral, and fungal infections|monocyte - B - natural killer - dendritic cell deficiency|DCML|MonoMAC|Dendritic cell, monocyte, B lymphocyte, and natural Killer lymphocyte deficiency|IMD21	GARD:0010934		OMIM:614172		Orphanet:228423	False	True	True	True
MONDO:0017659	sporadic hyperekplexia						Orphanet:306776	False	True	True	True
MONDO:0017164	hemolytic disease of the newborn with Kell alloimmunization	anti-K HDN|maternal anti-Kell alloimmunization					Orphanet:275944	False	True	True	True
MONDO:0016725	pineal parenchymal tumor of intermediate differenciation						Orphanet:251919	False	True	True	True
MONDO:0001096	mediastinum ganglioneuroblastoma	ganglioneuroblastoma of mediastinum|ganglioneuroblastoma (disease) of mediastinum|mediastinum ganglioneuroblastoma (disease)|ganglioneuroblastoma of the mediastinum|mediastinal ganglioneuroblastoma		NCIT:C6627		DOID:10661		False	True	True	True
MONDO:0007542	Camurati-Engelmann disease	CED|Camurati-Engelmann disease|diaphyseal dysplasia|diaphyseal dysplasia 1, progressive|progressive diaphyseal dysplasia|Camurati-Engelmann syndrome|DPD1|CAEND|Engelman's disease|Camurati-Engelmann disease; CAEND|Engelmann disease|Camurati-Englemann disease	GARD:0001072	NCIT:C84610	OMIM:131300	DOID:4997	Orphanet:1328	False	True	True	True
MONDO:0022939	deafness hyperuricemia neurologic ataxia	deafness hyperuricemia neurologic ataxia	GARD:0001690					True	False	True	True
MONDO:0007561	multiple epiphyseal dysplasia type 1	epiphyseal dysplasia, multiple, 1; EDM1|multiple epiphyseal dysplasia (disease) caused by mutation in COMP|Polyepiphyseal dysplasia type 1|multiple epiphyseal dysplasia COMP-related|multiple epiphyseal dysplasia 1|MED1|epiphyseal dysplasia, ribbing type|COMP multiple epiphyseal dysplasia (disease)|EDM1|multiple epiphyseal dysplasia, Comp-related|epiphyseal dysplasia, Fairbank type|epiphyseal dysplasia multiple 1|epiphyseal dysplasia, multiple, type 1|epiphyseal dysplasia, multiple, 1	GARD:0002180		OMIM:132400	DOID:0070303	Orphanet:93308	True	True	True	True
MONDO:0007868	hyperekplexia 1	hyperekplexia 1; HKPX1|Stiff-baby syndrome|Stiff-Man syndrome, congenital|Kok disease|exaggerated startle reaction|hyperekplexia, hereditary 1|hyperekplexia type 1|Stiff-Person syndrome, congenital|Sthe|hyperekplexia, hereditary type 1|HKPX1|startle reaction, exaggerated|hyperekplexia, hereditary 1; HKPX1|startle disease, familial			OMIM:149400	DOID:0060696		False	True	True	True
MONDO:0018804	MYO5B-related progressive familial intrahepatic cholestasis	MYO5B deficiency					Orphanet:480491	False	True	True	True
MONDO:0009411	autoimmune polyendocrine syndrome type 1	autoimmune polyendocrinopathy syndrome type 1|autoimmune polyglandular syndrome, type 1|APS1|autoimmune polyendocrinopathy type 1|autoimmune polyendocrine syndrome type 1|ham syndrome|autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy|polyglandular autoimmune syndrome, type 1|hypoadrenocorticism with hypoparathyroidism and superficial Moniliasis|autoimmune polyendocrinopathy caused by mutation in AIRE|autoimmune polyendocrinopathy caused by mutation in aire|PGA 1|autoimmune polyglandular syndrome type 1|autoimmune polyglandular syndrome I|autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy (APECED)|autoimmune polyendocrine syndrome, type I, with or without reversible metaphyseal dysplasia; APS1|autoimmune polyendocrinopathy syndrome, type I, autosomal dominant|APS type 1|hypoparathyroidism-Addison disease-mucocutaneous candidiasis syndrome|autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy syndrome|Whitaker syndrom|APECED syndrome|autoimmune hypoparathyroidism-chronic candidiasis-Addison disease syndrome|APS 1|Whitaker syndrome|AIRE autoimmune polyendocrinopathy|multiple endocrine deficiency-Addison disease-candidiasis syndrome|MEDAC syndrome|polyglandular autoimmune syndrome type 1|aire autoimmune polyendocrinopathy|autoimmune polyendocrine syndrome, type I, with or without reversible metaphyseal dysplasia|polyglandular deficiency syndrome, Persian-Jewish type	GARD:0008466	NCIT:C129727	OMIM:240300	DOID:0050167	Orphanet:3453	True	True	True	True
MONDO:0015457	corpus callosum agenesis-double urinary collecting system syndrome	agenesis of corpus callosum with double urinary collecting system, trigonocephaly and minor anomalies|corpus callosum agenesis - double urinary collecting system|Ben Ari Shuper Mimouni syndrome|corpus callosum agenesis double urinary collecting|Ben Ari-Shuper-Mimouni syndrome|corpus callosum agenesis-double urinary collecting system syndrome	GARD:0000852				Orphanet:1492	True	True	True	True
MONDO:0003788	childhood embryonal testis carcinoma	childhood testicular embryonal carcinoma|testicular embryonal carcinoma of childhood|pediatric testicular embryonal carcinoma|pediatric embryonal carcinoma of testis|pediatric embryonal carcinoma of the testis|childhood embryonal carcinoma of the testis|pediatric testicular embryonal carcinoma|childhood embryonal carcinoma of testis		NCIT:C6545		DOID:6162		False	True	True	True
MONDO:0009370	L-2-hydroxyglutaric aciduria	L-2-HGA|L-2-hydroxyglutaric aciduria|L-2-hydroxyglutaric aciduria; L2HGA|L-2-hydroxyglutaric acidemia|L2HGA	GARD:0010472		OMIM:236792	DOID:0050574	Orphanet:79314	True	True	True	True
MONDO:0009045	cataract-nephropathy-encephalopathy syndrome	crome syndrome|congenital cataracts, renal tubular necrosis and encephalopathy in two sisters	GARD:0001614		OMIM:218900		Orphanet:1380	False	True	True	True
MONDO:0044808	early onset primary dystonia	early onset torsion dystonia|Oppenheim's dystonia|early onset primary dystonia		NCIT:C116718				False	True	True	True
MONDO:0009625	microcephaly with spastic quadriplegia	MISSBC|microcephaly, seizures, spasticity, and brain calcifications; MISSBC|microcephaly, seizures, spasticity, and brain calcifications|microcephaly with spastic quadriplegia|recessive microcephaly with spastic quadriplegia	GARD:0008510		OMIM:251280			True	False	True	True
MONDO:0017701	glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form	glycogenosis type 4, adult neuromuscular form|glycogenosis due to glycogen branching enzyme deficiency, adult neuromuscular form|GBE deficiency, adult neuromuscular form|GSD due to glycogen branching enzyme deficiency, adult neuromuscular form|glycogen storage disease type IV, adult neuromuscular form|glycogen storage disease type 4, adult neuromuscular form|GSD type 4, adult neuromuscular form|GSDIV, adult neuromuscular form|glycogenosis type IV, adult neuromuscular form					Orphanet:308712	False	True	True	True
MONDO:0043071	zazam sheriff phillips syndrome	aniridia, ectopia lentis, abnormal upper incisors and mental retardation|aniridia, lens luxation, mental retardation	GARD:0000339					True	True	True	True
MONDO:0001778	dermoid cyst of skin	skin dermoid cyst|skin dermoid|dermoid cyst of skin (finding)|zone of skin dermoid cyst|cystic skin teratoma|subcutaneous dermoid cyst|cutaneous dermoid cyst|dermoid cyst of skin|dermoid cyst of the skin		NCIT:C4632		DOID:13691		False	True	True	True
MONDO:0010931	vitamin D-dependent rickets, type 2B	VDDR2B|hereditary 1,25 dihydroxyvitamin D-resistant rickets with abnormal Vitamin D receptor without alopecia|VITAMIN D-dependent rickets, type 2B, with NORMAL VITAMIN D receptor; VDDR2B|vitamin D-dependent rickets type II without alopecia|Vitamin D resistant rickets|Vitamin D dependent rickets 2b|Vitamin D receptor signaling defect rickets|VITAMIN D-dependent rickets, type 2B, with NORMAL VITAMIN D receptor		NCIT:C131076	OMIM:600785			False	True	True	True
MONDO:0019359	Rocky mountain spotted fever	Choix|So Paulo fever|Brazillian spotted|Fiebre maculosa|sao Paulo typhus|Tobia fever|RMSF|Tick typhus|exanthematic typhus of sao Paulo|Fiebre manchada	GARD:0007585	NCIT:C128410		DOID:0050052	Orphanet:83311	True	True	True	True
MONDO:0008046	autosomal dominant myoglobinuria	myoglobinuria, autosomal dominant			OMIM:160010		Orphanet:99846	False	True	True	True
MONDO:0000561	spinocerebellar ataxia type 16	SCAR16		NCIT:C150250		DOID:0050966	Orphanet:98770	False	True	True	True
MONDO:0018148	vasoproliferative tumor of retina	vasoproliferative tumor of the ocular fundus|vasoproliferative tumor of ocular fundus|VPTR|retinal vasoproliferative tumor|vasoproliferative tumor of the retina					Orphanet:353356	False	True	True	True
MONDO:0020406	complete atrioventricular canal-left heart obstruction syndrome	CAVC-left heart obstruction syndrome|CAVC type A|complete atrioventricular canal type A					Orphanet:99066	False	True	True	True
MONDO:0014807	spinal muscular atrophy with congenital bone fractures 2	spinal muscular atrophy with congenital bone fractures type 2|spinal muscular atrophy with congenital bone fractures 2; SMABF2|SMABF2|spinal muscular atrophy with congenital bone fractures 2|ASCC1 prenatal-onset spinal muscular atrophy with congenital bone fractures|prenatal-onset spinal muscular atrophy with congenital bone fractures caused by mutation in ASCC1			OMIM:616867			False	True	True	True
MONDO:0029132	Liddle syndrome 3	Liddle syndrome 3; LIDLS3|LIDLS3			OMIM:618126			False	True	True	True
MONDO:0043294	linear scleroderma	en coup de sabre|Scleroderma, linear|linear Scleroderma|linear morphea|linear scleroderma	GARD:0009513	NCIT:C116780				True	False	True	True
MONDO:0021966	baker Vinters syndrome	hydrocephalus with cerebral aqueductal dysgenesis and craniofacial anomalies	GARD:0000808					True	False	True	True
MONDO:0018991	hepatoportal sclerosis	obliterative portal venopathy					Orphanet:64743	False	True	True	True
MONDO:0019506	obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome						Orphanet:88643	False	True	True	True
MONDO:0005919	placental insufficiency	uteroplacental vascular insufficiency|insufficiency, placental				DOID:3891	Orphanet:439167	False	True	True	True
MONDO:0004249	pediatric supratentorial ependymoma	supratentorial ependymoma|pediatric supratentorial ependymoblastoma|childhood supratentorial ependymoma|pediatric cerebral ependymoma		NCIT:C9043		DOID:7502		False	True	True	True
MONDO:0013218	exudative vitreoretinopathy 5	exudative vitreoretinopathy 5|exudative vitreoretinopathy type 5|TSPAN12 exudative vitreoretinopathy|exudative vitreoretinopathy 5; EVR5|exudative vitreoretinopathy caused by mutation in TSPAN12|EVR5			OMIM:613310			False	True	True	True
